WKT,SA22018_V1_00,SA22018_V1_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (19514659.5262465 -4545756.29596389)",178500,Fairview Downs,1.12334837,1.12334837,1802879.6444,5818173.9407,-37.76127248,175.30316917,19514659.5262,-4545756.29596
"POINT (19505301.3736316 -4554400.69943678)",178600,Temple View,4.37308866,4.37308866,1795311.88005,5811543.3581,-37.82263785,175.21910345,19505301.3736,-4554400.69944
"POINT (19508985.1246382 -4550371.471856)",178700,Swarbrick,0.50570516,0.50570516,1798301.2886,5814646.98315,-37.79404129,175.25219515,19508985.1246,-4550371.47186
"POINT (19508800.9762368 -4551399.13889939)",178800,Kahikatea,0.97755503,0.97755503,1798136.1206,5813841.00235,-37.80133598,175.25054092,19508800.9762,-4551399.1389
"POINT (19510138.8061539 -4550719.13098454)",178900,Frankton Junction,3.34097047,3.34097047,1799207.2793,5814351.07735,-37.79650916,175.26255885,19510138.8062,-4550719.13098
"POINT (19511489.5580497 -4548669.68423099)",179000,Kirikiriroa,0.50947204,0.50947204,1800315.058,5815939.6687,-37.7819599,175.27469286,19511489.558,-4548669.68423
"POINT (19513921.4158066 -4546993.76566345)",179100,Enderley South,0.7657536,0.7657536,1802271.547,5817213.1301,-37.77006022,175.29653861,19513921.4158,-4546993.76566
"POINT (19516267.8799297 -4547323.28894101)",179200,Ruakura,9.02471559,9.02471559,1804121.9017,5816907.65195,-37.77240012,175.31761726,19516267.8799,-4547323.28894
"POINT (19512961.0463805 -4548350.41780181)",179300,Claudelands,1.38374093,1.38374093,1801485.4331,5816162.7976,-37.77969313,175.28791146,19512961.0464,-4548350.4178
"POINT (19512306.3991295 -4549714.96484844)",179400,Hamilton Central,1.15979791,1.15979791,1800941.2222,5815100.4141,-37.78938082,175.28203067,19512306.3991,-4549714.96485
"POINT (19511355.9135779 -4550917.03277983)",179500,Hamilton Lake,1.86435898,2.42795572,1800166.25085,5814171.8204,-37.79791394,175.27349231,19511355.9136,-4550917.03278
"POINT (19514009.045713 -4547959.91088415)",179600,Peachgrove,1.4355266,1.4355266,1802322.18215,5816450.1439,-37.77692046,175.2973258,19514009.0457,-4547959.91088
"POINT (19513554.942758 -4549841.86260101)",179700,Hamilton East Village,1.32122462,1.32122462,1801926.49895,5814976.2675,-37.79028168,175.29324653,19513554.9428,-4549841.8626
"POINT (19512572.0334583 -4551315.43047242)",179800,Hamilton West,0.91466453,0.91466453,1801120.5453,5813834.546,-37.80074182,175.2844169,19512572.0335,-4551315.43047
"POINT (19515438.1889964 -4549211.40141388)",179900,Greensboro,0.46632127,0.46632127,1803428.6089,5815436.2549,-37.78580589,175.31016401,19515438.189,-4549211.40141
"POINT (19514688.6377229 -4549992.45080801)",180000,Hamilton East Cook,0.73364708,0.73364708,1802820.4382,5814835.58025,-37.7913507,175.30343068,19514688.6377,-4549992.45081
"POINT (19512012.0529944 -4552749.29609239)",180100,Melville North,0.68833641,0.68833641,1800650.05505,5812716.0297,-37.81091872,175.27938651,19512012.053,-4552749.29609
"POINT (19514391.7598397 -4551391.25670116)",180200,Hamilton East,2.22133352,2.22133352,1802558.45065,5813739.50055,-37.80128004,175.30076378,19514391.7598,-4551391.2567
"POINT (19511914.1904905 -4553422.3139342)",180300,Melville South,0.98998228,0.98998228,1800559.7286,5812187.89205,-37.81569499,175.2785074,19511914.1905,-4553422.31393
"POINT (19511433.7640638 -4554076.99006033)",180400,Deanwell,0.67020492,0.67020492,1800167.2426,5811681.60365,-37.8203408,175.27419165,19511433.7641,-4554076.99006
"POINT (19513464.7715887 -4552522.70123217)",180500,Bader,1.09710993,1.09710993,1801803.3539,5812866.37305,-37.80931055,175.2924365,19513464.7716,-4552522.70123
"POINT (19515783.4788651 -4550572.2645892)",180600,Hillcrest West (Hamilton City),0.8705409,0.8705409,1803675.24625,5814357.437,-37.79546663,175.31326581,19515783.4789,-4550572.26459
"POINT (19516719.1657354 -4550662.2132218)",180700,Hillcrest East (Hamilton City),1.01716852,1.01716852,1804413.656,5814268.2246,-37.79610513,175.32167122,19516719.1657,-4550662.21322
"POINT (19517548.7926883 -4549983.88338612)",180800,Silverdale (Hamilton City),0.80221816,0.80221816,1805083.2424,5814786.24645,-37.79128988,175.32912389,19517548.7927,-4549983.88339
"POINT (19513254.5842107 -4553909.00690251)",180900,Glenview,0.8946037,0.8946037,1801610.34435,5811778.69625,-37.81914877,175.29054836,19513254.5842,-4553909.0069
"POINT (19512901.2248655 -4554835.80609152)",181000,Resthill,1.12136603,1.12136603,1801313.03645,5811055.74525,-37.82572526,175.28737408,19512901.2249,-4554835.80609
"POINT (19514402.8010346 -4553726.62552934)",181100,Fitzroy,1.48946017,1.48946017,1802521.87955,5811899.99875,-37.81785453,175.30086297,19514402.801,-4553726.62553
"POINT (19517078.966326 -4551938.3126747)",181200,Riverlea,1.73946532,1.73946532,1804673.25975,5813255.9945,-37.80516292,175.32490337,19517078.9663,-4551938.31267
"POINT (19515753.0000453 -4554522.1401702)",181300,Peacockes,6.93282976,6.93282976,1803574.107,5811247.1859,-37.82349958,175.31299201,19515753,-4554522.14017
"POINT (19495126.0840315 -4568852.17027449)",181400,Te Pahu,158.16220836,158.16220836,1787006.5515,5800359.08515,-37.92511289,175.12769727,19495126.084,-4568852.17027
"POINT (19503732.2367691 -4560443.23611875)",181500,Ngahinapouri,73.93837505,73.93837505,1793958.7351,5806816.0544,-37.86550268,175.20500766,19503732.2368,-4560443.23612
"POINT (19507928.9996001 -4569558.13982079)",181700,Lake Ngaroto,94.56788423,94.56788423,1797102.8818,5799566.86345,-37.93011525,175.24270782,19507928.9996,-4569558.13982
"POINT (19520324.5460751 -4563089.15202062)",181800,Kaipaki,36.52263703,36.52263703,1807018.93475,5804413.60065,-37.88426455,175.35405891,19520324.5461,-4563089.15202
"POINT (19503694.6061278 -4578631.02010287)",181900,Pirongia,3.26991434,3.26991434,1793590.5711,5792515.82165,-37.99437359,175.20466961,19503694.6061,-4578631.0201
"POINT (19530032.1044228 -4557619.53456835)",182000,Hautapu Rural,14.70800729,14.70800729,1814801.58655,5808521.05685,-37.84547487,175.44126339,19530032.1044,-4557619.53457
"POINT (19509621.3504086 -4582775.94224028)",182100,Pokuru,109.19892597,109.19892597,1798187.1526,5789147.99315,-38.02371113,175.25791046,19509621.3504,-4582775.94224
"POINT (19519721.4896986 -4572312.24810443)",182200,Te Rahu,55.22999875,55.22999875,1806359.6406,5797172.106,-37.94962706,175.34864156,19519721.4897,-4572312.2481
"POINT (19534634.9748806 -4558098.10082259)",182300,Fencourt,25.20991367,25.20991367,1818430.276,5808048.33935,-37.84886961,175.48261168,19534634.9749,-4558098.10082
"POINT (19530304.3139212 -4562338.91643097)",182400,Hautapu,7.43406665,7.43406665,1814919.48365,5804801.06895,-37.87894521,175.44370869,19530304.3139,-4562338.91643
"POINT (19544245.9634104 -4561231.22586975)",182500,Karapiro,190.80649502,190.80649502,1825959.89625,5805376.66615,-37.87109072,175.56894865,19544245.9634,-4561231.22587
"POINT (19533230.7602845 -4561635.05252551)",182600,Cambridge North,1.79761003,1.79761003,1817246.548,5805294.01795,-37.8739543,175.4699974,19533230.7603,-4561635.05253
"POINT (19531872.6864496 -4563475.61328835)",182700,Cambridge West,2.23241964,2.23241964,1816135.19285,5803874.1198,-37.8870045,175.45779762,19531872.6864,-4563475.61329
"POINT (19533616.6911781 -4562796.69361393)",182800,Cambridge East,1.58485862,1.58485862,1817527.2779,5804371.8641,-37.882191,175.47346428,19533616.6912,-4562796.69361
"POINT (19530970.4113576 -4565500.15788543)",182900,Cambridge Park-River Garden,3.01453775,3.01453775,1815380.4675,5802300.15865,-37.90135655,175.44969234,19530970.4114,-4565500.15789
"POINT (19535222.0982248 -4562248.12807666)",183000,Oaklands-St Kilda,1.68239069,1.68239069,1818807.29075,5804769.7629,-37.87830147,175.48788589,19535222.0982,-4562248.12808
"POINT (19527253.7249398 -4570139.85585338)",183100,Pukerimu,77.24707469,77.24707469,1812349.92915,5798727.8948,-37.93423692,175.41630478,19527253.7249,-4570139.85585
"POINT (19533408.1064204 -4564344.86737699)",183200,Cambridge Central,2.8115556,2.8115556,1817330.1784,5803158.1653,-37.89316701,175.47159053,19533408.1064,-4564344.86738
"POINT (19516719.1206448 -4579246.58253924)",183300,Te Awamutu North,2.81794806,2.81794806,1803853.6385,5791782.25785,-37.99873125,175.32167082,19516719.1206,-4579246.58254
"POINT (19514828.7737898 -4580620.89440681)",183400,Te Awamutu West,0.78264233,0.78264233,1802335.65385,5790739.784,-38.00845928,175.30468954,19514828.7738,-4580620.89441
"POINT (19533326.8888952 -4565768.41439095)",183500,Leamington West,1.26230758,1.26230758,1817236.3315,5802040.0097,-37.90325801,175.47086094,19533326.8889,-4565768.41439
"POINT (19516174.6744402 -4580387.52673989)",183600,Goodfellow Park,0.94961807,0.94961807,1803401.8167,5790896.7126,-38.00680748,175.31677998,19516174.6744,-4580387.52674
"POINT (19532977.2097963 -4567608.90396858)",183700,Leamington South,2.24438726,2.24438726,1816921.78295,5800599.7024,-37.91630252,175.46771972,19532977.2098,-4567608.90397
"POINT (19533505.2125943 -4566795.18942051)",183800,Leamington Central,1.19328598,1.19328598,1817355.7663,5801228.6392,-37.91053559,175.47246285,19533505.2126,-4566795.18942
"POINT (19534676.8844467 -4565720.02179321)",183900,Leamington East,1.41410617,1.41410617,1818303.7265,5802049.73755,-37.902915,175.48298816,19534676.8844,-4565720.02179
"POINT (19516012.0701244 -4581690.6044691)",184000,Te Awamutu Stadium,1.16584436,1.16584436,1803248.07355,5789876.41025,-38.0160303,175.31531928,19516012.0701,-4581690.60447
"POINT (19517244.2396309 -4580868.30055232)",184100,Te Awamutu Central,0.71240625,0.71240625,1804236.0232,5790498.01465,-38.0102104,175.32638804,19517244.2396,-4580868.30055
"POINT (19519259.3017204 -4580555.5006338)",184200,Pekerau,2.77585225,2.77585225,1805831.59215,5790703.7941,-38.00799642,175.34448965,19519259.3017,-4580555.50063
"POINT (19517007.6219777 -4582495.05636209)",184300,Fraser Street,1.13512075,1.13512075,1804017.4537,5789225.0301,-38.02172341,175.32426247,19517007.622,-4582495.05636
"POINT (19518315.1102683 -4581917.98441521)",184400,Sherwin Park,2.13904012,2.13904012,1805059.95625,5789652.3957,-38.01763951,175.33600784,19518315.1103,-4581917.98442
"POINT (19517942.1911575 -4584619.19253537)",184500,St Leger,7.85428176,7.85428176,1804712.6169,5787538.57385,-38.03675379,175.33265785,19517942.1912,-4584619.19254
"POINT (19529563.5556173 -4582426.62747783)",184600,Rotoorangi,182.15392903,182.15392903,1813920.8465,5789025.199,-38.02123915,175.43705434,19529563.5556,-4582426.62748
"POINT (19516749.5217189 -4589246.56978281)",184700,Tokanui,23.70023442,23.70023442,1803681.4547,5783929.6132,-38.06948642,175.32194392,19516749.5217,-4589246.56978
"POINT (19519961.7268175 -4584793.41676285)",184800,Kihikihi Central,2.23827393,2.23827393,1806301.48565,5787361.65485,-38.03798646,175.35079965,19519961.7268,-4584793.41676
"POINT (19547413.7032748 -4578016.01734577)",184900,Maungatautari,113.00394135,113.00394135,1828095.2274,5792108.73615,-37.99001963,175.59740495,19547413.7033,-4578016.01735
"POINT (19541972.0966684 -4593417.23701897)",185000,Rotongata,211.59729393,211.59729393,1823470.12695,5780135.5751,-38.09897589,175.54852216,19541972.0967,-4593417.23702
"POINT (19463534.0221866 -4591698.85749615)",185100,Inlets Otorohanga District,0,65.19395383,1761705.2549,5782945.8732,-38.08682721,174.84390095,19463534.0222,-4591698.8575
"POINT (19476380.8339613 -4590436.46118148)",185200,Pirongia Forest,490.81321302,490.81321302,1771847.78285,5783729.1146,-38.07790098,174.95930582,19476380.834,-4590436.46118
"POINT (19496491.8482814 -4597158.5382465)",185300,Honikiwi,245.59353946,245.59353946,1787573.3455,5778106.1038,-38.12541932,175.13996614,19496491.8483,-4597158.53825
"POINT (19509792.5957584 -4596428.75869766)",185400,Te Kawa,114.61778193,114.61778193,1798061.505,5778430.04655,-38.12026201,175.25944879,19509792.5958,-4596428.7587
"POINT (19505042.0189368 -4605336.12064911)",185500,Otorohanga,5.07349034,5.07349034,1794153.2033,5771537.44915,-38.18318495,175.21677363,19505042.0189,-4605336.12065
"POINT (19520250.8719539 -4616200.22698372)",185600,Maihiihi,469.06503637,469.06503637,1805904.38275,5762733.2827,-38.25985712,175.35339708,19520250.872,-4616200.22698
"POINT (19542288.5638122 -4619791.48222957)",185700,Puniu,674.0092552,674.0092552,1823150.08415,5759462.9786,-38.28518422,175.55136504,19542288.5638,-4619791.48223
"POINT (19571557.9226012 -4573658.12191454)",185800,Tirau,293.07679766,293.07679766,1847249.0676,5794979.47,-37.95916018,175.81429616,19571557.9226,-4573658.12191
"POINT (19562446.1503598 -4593078.0325476)",185900,Putararu Rural,555.81509012,555.81509012,1839608.18255,5779942.7121,-38.09657792,175.73244372,19562446.1504,-4593078.03255
"POINT (19568259.4130789 -4586906.87330286)",186000,Putararu,6.81212093,6.81212093,1844333.6246,5784649.93755,-38.05293796,175.78466514,19568259.4131,-4586906.8733
"POINT (19569599.5268052 -4620660.4445539)",186100,Kinleith,947.55249939,947.55249939,1844591.36865,5758161.9069,-38.29131119,175.79670359,19569599.5268,-4620660.44455
"POINT (19575701.6502592 -4609387.15790398)",186200,Paraonui,2.36086267,2.36086267,1849658.5535,5766841.97935,-38.21178412,175.8515199,19575701.6503,-4609387.1579
"POINT (19578159.9857225 -4609026.00320376)",186300,Parkdale,2.53776218,2.53776218,1851601.20185,5767065.097,-38.20923493,175.8736035,19578159.9857,-4609026.0032
"POINT (19575917.2327995 -4611172.74800729)",186400,Matarawa,1.96237305,1.96237305,1849785.0118,5765438.05055,-38.22438631,175.85345651,19575917.2328,-4611172.74801
"POINT (19577037.2053185 -4610666.12138128)",186500,Stanley Park,1.15485814,1.15485814,1850678.1726,5765807.66685,-38.22081091,175.86351739,19577037.2053,-4610666.12138
"POINT (19577240.7729424 -4612298.13827476)",186600,Strathmore (South Waikato District),1.24891011,1.24891011,1850798.70185,5764524.45095,-38.23232788,175.86534607,19577240.7729,-4612298.13827
"POINT (19578139.9151521 -4610979.43870398)",186700,Tokoroa Central,4.70205952,4.70205952,1851537.89775,5765535.36045,-38.2230221,175.8734232,19578139.9152,-4610979.4387
"POINT (19576976.2591443 -4613251.21290454)",186800,Moananui,1.67889865,1.67889865,1850567.57745,5763784.4997,-38.23905279,175.8629699,19576976.2591,-4613251.2129
"POINT (19456653.088536 -4595686.7530351)",186900,Inlet Waitomo District,0,13.38761154,1756223.9768,5779923.4898,-38.11501792,174.78208847,19456653.0885,-4595686.75304
"POINT (19459052.7907724 -4643428.79919737)",187000,Herangi,1668.10266361,1668.10266361,1757385.03985,5742529.2031,-38.45166436,174.80364536,19459052.7908,-4643428.7992
"POINT (19488634.6182708 -4619560.15308374)",187100,Hangatiki,326.52034131,326.52034131,1780993.7747,5760697.89585,-38.28355305,175.06938344,19488634.6183,-4619560.15308
"POINT (19483161.9016719 -4656318.89036965)",187200,Aria,531.78682736,531.78682736,1776064.18565,5732079.573,-38.5422892,175.02022119,19483161.9017,-4656318.89037
"POINT (19498743.1886748 -4627057.3043385)",187300,Te Kuiti West,2.59161785,2.59161785,1788799.70975,5754651.52715,-38.33639894,175.16019027,19498743.1887,-4627057.30434
"POINT (19500393.3805025 -4626749.42847365)",187400,Te Kuiti East,5.82587099,5.82587099,1790101.13035,5754861.8594,-38.33422954,175.1750142,19500393.3805,-4626749.42847
"POINT (19511698.9279825 -4644385.33462186)",187500,Waipa Valley,817.65608004,817.65608004,1798638.4769,5740868.1794,-38.45839327,175.27657366,19511698.928,-4644385.33462
"POINT (19539266.3220723 -4655102.71969186)",187600,Tiroa,182.31573171,182.31573171,1820019.61225,5731941.9161,-38.53374368,175.52421578,19539266.3221,-4655102.71969
"POINT (19567811.5791702 -4652029.33242887)",187700,Marotiri,744.19100624,744.19100624,1842446.95165,5733694.15045,-38.51214377,175.78064218,19567811.5792,-4652029.33243
"POINT (19602780.9579908 -4653341.99718795)",187800,Ohakuri,543.10499695,543.10499695,1869807.9622,5731794.6303,-38.52137003,176.09477746,19602780.958,-4653341.99719
"POINT (19562359.9969567 -4703340.44792954)",187900,Lake Taupo Bays,1154.66742351,1170.01634866,1836985.21975,5693890.5589,-38.87191067,175.73166979,19562359.997,-4703340.44793
"POINT (19589665.4936084 -4672295.34794532)",188000,Mapara,140.66578495,140.66578495,1859055.0915,5717362.0136,-38.65445471,175.97695924,19589665.4936,-4672295.34795
"POINT (19582320.304756 -4693583.30854923)",188100,Inland water Lake Taupo,0,615.08871988,1852785.34215,5700987.5475,-38.80363803,175.91097628,19582320.3048,-4693583.30855
"POINT (19621415.8280533 -4676569.43736743)",188200,Wairakei-Broadlands,409.99542882,409.99542882,1883761.9525,5713189.2804,-38.68443198,176.26217734,19621415.8281,-4676569.43737
"POINT (19594408.6857539 -4678966.6359632)",188300,Acacia Bay,7.15005011,7.15005011,1862592.472,5712047.59015,-38.70123976,176.01956806,19594408.6858,-4678966.63596
"POINT (19598099.8267841 -4676178.41722744)",188400,Brentwood (Taupo District),3.55543198,3.55543198,1865548.9603,5714121.9622,-38.68168999,176.05272614,19598099.8268,-4676178.41723
"POINT (19600495.5143768 -4675025.18679488)",188500,Nukuhau-Rangatira Park,2.8693052,2.8693052,1867451.52865,5714957.0458,-38.67360248,176.07424697,19600495.5144,-4675025.18679
"POINT (19600361.367827 -4676617.4141529)",188600,Taupo Central West,1.36486547,1.36486547,1867305.0846,5713721.1452,-38.6847684,176.07304191,19600361.3678,-4676617.41415
"POINT (19604873.2840394 -4675018.75883746)",188700,Tauhara,11.70949371,11.70949371,1870873.71315,5714846.46755,-38.6735574,176.11357314,19604873.284,-4675018.75884
"POINT (19601282.9523447 -4676584.62746446)",188800,Taupo Central East,1.09504644,1.09504644,1868026.21245,5713722.46305,-38.68453849,176.08132064,19601282.9523,-4676584.62746
"POINT (19602521.941149 -4676898.51589352)",188900,Mountview,1.12441529,1.12441529,1868986.3055,5713445.5072,-38.68673952,176.09245067,19602521.9411,-4676898.51589
"POINT (19601801.7968492 -4677874.04183285)",189000,Bird Area,1.17912862,1.17912862,1868397.89895,5712705.23955,-38.69357961,176.0859815,19601801.7968,-4677874.04183
"POINT (19603267.7595561 -4678755.86719221)",189100,Hilltop (Taupo District),2.50418915,2.50418915,1869520.26205,5711980.2794,-38.69976213,176.09915047,19603267.7596,-4678755.86719
"POINT (19603284.4888674 -4680272.82254096)",189200,Waipahihi,2.55517794,2.55517794,1869493.36765,5710799.42805,-38.71039633,176.09930075,19603284.4889,-4680272.82254
